,alpha,beta,K,M,accuracy
2133,6,7,30,60,0.008105706800318942
2134,6,7,30,70,0.008105706800318942
2135,6,7,30,80,0.008106845882218931
2136,6,7,40,10,0.008233283973117667
2137,6,7,40,20,0.008217336826517827
2138,6,7,40,30,0.008216197744617838
2139,6,7,40,40,0.008217336826517827
2140,6,7,40,50,0.008217336826517827
2141,6,7,40,60,0.008217336826517827
2142,6,7,40,70,0.008217336826517827
2143,6,7,40,80,0.008218475908417814
2144,6,7,50,10,0.008216197744617838
2145,6,7,50,20,0.008200250598017997
2146,6,7,50,30,0.008199111516118008
2147,6,7,50,40,0.008200250598017997
2148,6,7,50,50,0.008200250598017997
2149,6,7,50,60,0.008200250598017997
2150,6,7,50,70,0.008200250598017997
2151,6,7,50,80,0.008201389679917986
2152,6,7,60,10,0.008199111516118008
2153,6,7,60,20,0.008186581615218133
2154,6,7,60,30,0.008185442533318146
2155,6,7,60,40,0.008186581615218133
2156,6,7,60,50,0.008186581615218133
2157,6,7,60,60,0.008186581615218133
2158,6,7,60,70,0.008186581615218133
2159,6,7,60,80,0.008187720697118123
2160,6,7,70,10,0.008177468960018225
2161,6,7,70,20,0.008167217222918329
2162,6,7,70,30,0.008167217222918329
2163,6,7,70,40,0.008168356304818316
2164,6,7,70,50,0.008168356304818316
2165,6,7,70,60,0.008168356304818316
2166,6,7,70,70,0.008168356304818316
2167,6,7,70,80,0.008169495386718306
2168,6,7,80,10,0.00815810456771842
2169,6,7,80,20,0.008147852830618522
2170,6,7,80,30,0.008147852830618522
2171,6,7,80,40,0.00814899191251851
2172,6,7,80,50,0.00814899191251851
2173,6,7,80,60,0.00814899191251851
2174,6,7,80,70,0.00814899191251851
2175,6,7,80,80,0.0081501309944185
2176,6,8,10,10,0.0082401184645176
2177,6,8,10,20,0.008225310399817746
2178,6,8,10,30,0.008225310399817746
2179,6,8,10,40,0.008225310399817746
2180,6,8,10,50,0.008224171317917757
2181,6,8,10,60,0.008224171317917757
2182,6,8,10,70,0.008224171317917757
2183,6,8,10,80,0.008225310399817746
2184,6,8,20,10,0.007991798610320082
2185,6,8,20,20,0.007980407791320195
2186,6,8,20,30,0.007980407791320195
2187,6,8,20,40,0.007980407791320195
2188,6,8,20,50,0.007979268709420208
2189,6,8,20,60,0.007979268709420208
2190,6,8,20,70,0.007979268709420208
2191,6,8,20,80,0.007980407791320195
2192,6,8,30,10,0.008121653946918782
2193,6,8,30,20,0.008106845882218931
2194,6,8,30,30,0.008106845882218931
2195,6,8,30,40,0.008106845882218931
2196,6,8,30,50,0.008105706800318942
2197,6,8,30,60,0.008105706800318942
2198,6,8,30,70,0.008105706800318942
2199,6,8,30,80,0.008106845882218931
2200,6,8,40,10,0.008235562136917644
2201,6,8,40,20,0.008218475908417814
2202,6,8,40,30,0.008218475908417814
2203,6,8,40,40,0.008218475908417814
2204,6,8,40,50,0.008217336826517827
2205,6,8,40,60,0.008217336826517827
2206,6,8,40,70,0.008217336826517827
2207,6,8,40,80,0.008218475908417814
2208,6,8,50,10,0.008218475908417814
2209,6,8,50,20,0.008201389679917986
2210,6,8,50,30,0.008201389679917986
2211,6,8,50,40,0.008201389679917986
2212,6,8,50,50,0.008200250598017997
2213,6,8,50,60,0.008200250598017997
2214,6,8,50,70,0.008200250598017997
2215,6,8,50,80,0.008201389679917986
2216,6,8,60,10,0.008201389679917986
2217,6,8,60,20,0.008187720697118123
2218,6,8,60,30,0.008187720697118123
2219,6,8,60,40,0.008187720697118123
2220,6,8,60,50,0.008186581615218133
2221,6,8,60,60,0.008186581615218133
2222,6,8,60,70,0.008186581615218133
2223,6,8,60,80,0.008187720697118123
2224,6,8,70,10,0.00818088620571819
2225,6,8,70,20,0.008169495386718306
2226,6,8,70,30,0.008169495386718306
2227,6,8,70,40,0.008169495386718306
2228,6,8,70,50,0.008168356304818316
2229,6,8,70,60,0.008168356304818316
2230,6,8,70,70,0.008168356304818316
2231,6,8,70,80,0.008169495386718306
2232,6,8,80,10,0.008161521813418384
2233,6,8,80,20,0.0081501309944185
2234,6,8,80,30,0.0081501309944185
2235,6,8,80,40,0.0081501309944185
2236,6,8,80,50,0.00814899191251851
2237,6,8,80,60,0.00814899191251851
2238,6,8,80,70,0.00814899191251851
2239,6,8,80,80,0.0081501309944185
2240,7,2,10,10,0.009348445153206516
2241,7,2,10,20,0.009519307438204807
2242,7,2,10,30,0.009495386718305047
2243,7,2,10,40,0.009507916619204922
2244,7,2,10,50,0.009502221209704977
2245,7,2,10,60,0.009570566123704294
2246,7,2,10,70,0.009537532748604624
2247,7,2,10,80,0.009507916619204922
2248,7,2,20,10,0.007974712381820253
2249,7,2,20,20,0.008129627520218704
2250,7,2,20,30,0.008122793028818772
2251,7,2,20,40,0.008109124046018908
2252,7,2,20,50,0.008103428636518965
2253,7,2,20,60,0.008138740175418612
2254,7,2,20,70,0.008142157421118578
2255,7,2,20,80,0.008106845882218931
2256,7,2,30,10,0.007996354937920036
2257,7,2,30,20,0.008128488438318714
2258,7,2,30,30,0.008156965485818431
2259,7,2,30,40,0.008147852830618522
2260,7,2,30,50,0.008152409158218476
2261,7,2,30,60,0.008194555188518055
2262,7,2,30,70,0.00819797243421802
2263,7,2,30,80,0.008156965485818431
2264,7,2,40,10,0.007987242282720127
2265,7,2,40,20,0.008087481489919125
2266,7,2,40,30,0.008122793028818772
2267,7,2,40,40,0.008126210274518738
2268,7,2,40,50,0.008136462011618635
2269,7,2,40,60,0.00816607814101834
2270,7,2,40,70,0.008171773550518282
2271,7,2,40,80,0.008130766602118693
2272,7,2,50,10,0.007979268709420208
2273,7,2,50,20,0.008112541291718874
2274,7,2,50,30,0.008127349356418727
2275,7,2,50,40,0.008128488438318714
2276,7,2,50,50,0.008117097619318829
2277,7,2,50,60,0.00814899191251851
2278,7,2,50,70,0.008161521813418384
2279,7,2,50,80,0.008113680373618863
2280,7,2,60,10,0.007982685955120174
2281,7,2,60,20,0.008112541291718874
2282,7,2,60,30,0.008128488438318714
2283,7,2,60,40,0.00813304476591867
2284,7,2,60,50,0.008117097619318829
2285,7,2,60,60,0.00814899191251851
2286,7,2,60,70,0.008161521813418384
2287,7,2,60,80,0.008112541291718874
2288,7,2,70,10,0.00796901697232031
2289,7,2,70,20,0.008098872308919012
2290,7,2,70,30,0.008106845882218931
2291,7,2,70,40,0.00811481945551885
2292,7,2,70,50,0.008103428636518965
2293,7,2,70,60,0.008137601093518625
2294,7,2,70,70,0.008147852830618522
2295,7,2,70,80,0.008097733227019023
2296,7,2,80,10,0.00796901697232031
2297,7,2,80,20,0.008094315981319057
2298,7,2,80,30,0.00810798496411892
2299,7,2,80,40,0.00811481945551885
2300,7,2,80,50,0.008105706800318942
2301,7,2,80,60,0.008144435584918557
2302,7,2,80,70,0.008146713748718533
2303,7,2,80,80,0.008094315981319057
2304,7,3,10,10,0.009546645403804533
2305,7,3,10,20,0.0095899305160041
2306,7,3,10,30,0.009578539697004215
2307,7,3,10,40,0.009570566123704294
2308,7,3,10,50,0.009596765007404032
2309,7,3,10,60,0.009601321335003988
2310,7,3,10,70,0.009601321335003988
2311,7,3,10,80,0.009603599498803964
2312,7,3,20,10,0.008178608041918214
2313,7,3,20,20,0.008177468960018225
2314,7,3,20,30,0.008192277024718078
2315,7,3,20,40,0.0081899988609181
2316,7,3,20,50,0.008216197744617838
2317,7,3,20,60,0.008229866727417701
2318,7,3,20,70,0.008227588563617723
2319,7,3,20,80,0.008228727645517712
2320,7,3,30,10,0.008193416106618065
2321,7,3,30,20,0.008227588563617723
2322,7,3,30,30,0.0082401184645176
2323,7,3,30,40,0.008236701218817633
2324,7,3,30,50,0.008261761020617382
2325,7,3,30,60,0.008261761020617382
2326,7,3,30,70,0.00826403918441736
2327,7,3,30,80,0.00826403918441736
2328,7,3,40,10,0.00816607814101834
2329,7,3,40,20,0.008202528761817974
2330,7,3,40,30,0.008216197744617838
2331,7,3,40,40,0.008211641417017882
2332,7,3,40,50,0.008235562136917644
2333,7,3,40,60,0.008235562136917644
2334,7,3,40,70,0.00823784030071762
2335,7,3,40,80,0.00823784030071762
2336,7,3,50,10,0.008154687322018454
2337,7,3,50,20,0.0081899988609181
2338,7,3,50,30,0.008202528761817974
2339,7,3,50,40,0.00819797243421802
2340,7,3,50,50,0.008224171317917757
2341,7,3,50,60,0.008236701218817633
2342,7,3,50,70,0.00823784030071762
2343,7,3,50,80,0.00823784030071762
2344,7,3,60,10,0.008155826403918442
2345,7,3,60,20,0.0081899988609181
2346,7,3,60,30,0.008203667843717963
2347,7,3,60,40,0.00819797243421802
2348,7,3,60,50,0.00822303223601777
2349,7,3,60,60,0.008235562136917644
2350,7,3,60,70,0.008236701218817633
2351,7,3,60,80,0.008236701218817633
2352,7,3,70,10,0.008142157421118578
2353,7,3,70,20,0.008176329878118237
2354,7,3,70,30,0.008191137942818089
2355,7,3,70,40,0.008186581615218133
2356,7,3,70,50,0.008210502335117895
2357,7,3,70,60,0.00822303223601777
2358,7,3,70,70,0.008224171317917757
2359,7,3,70,80,0.008225310399817746
2360,7,3,80,10,0.008137601093518625
2361,7,3,80,20,0.008171773550518282
2362,7,3,80,30,0.008186581615218133
2363,7,3,80,40,0.00818202528761818
2364,7,3,80,50,0.00820594600751794
2365,7,3,80,60,0.008213919580817861
2366,7,3,80,70,0.008218475908417814
2367,7,3,80,80,0.008219614990317804
2368,7,4,10,10,0.009605877662603941
2369,7,4,10,20,0.00959106959790409
2370,7,4,10,30,0.00960701674450393
2371,7,4,10,40,0.009611573072103884
2372,7,4,10,50,0.009612712154003873
2373,7,4,10,60,0.009610433990203896
2374,7,4,10,70,0.009627520218703724
2375,7,4,10,80,0.009621824809203781
2376,7,4,20,10,0.008227588563617723
2377,7,4,20,20,0.008202528761817974
2378,7,4,20,30,0.008212780498917872
2379,7,4,20,40,0.008220754072217793
2380,7,4,20,50,0.00822189315411778
2381,7,4,20,60,0.008220754072217793
2382,7,4,20,70,0.00823784030071762
2383,7,4,20,80,0.00823897938261761
2384,7,4,30,10,0.008242396628317576
2385,7,4,30,20,0.008251509283517484
2386,7,4,30,30,0.008260621938717395
2387,7,4,30,40,0.008269734593917303
2388,7,4,30,50,0.008269734593917303
2389,7,4,30,60,0.008267456430117327
2390,7,4,30,70,0.008285681740517144
2391,7,4,30,80,0.008286820822417131
2392,7,4,40,10,0.008215058662717848
2393,7,4,40,20,0.00822189315411778
2394,7,4,40,30,0.008234423055017655
2395,7,4,40,40,0.008242396628317576
2396,7,4,40,50,0.008242396628317576
2397,7,4,40,60,0.0082401184645176
2398,7,4,40,70,0.008258343774917416
2399,7,4,40,80,0.008259482856817406
2400,7,4,50,10,0.008201389679917986
2401,7,4,50,20,0.008208224171317918
2402,7,4,50,30,0.008220754072217793
2403,7,4,50,40,0.008227588563617723
2404,7,4,50,50,0.008227588563617723
2405,7,4,50,60,0.008225310399817746
2406,7,4,50,70,0.008243535710217565
2407,7,4,50,80,0.008244674792117553
2408,7,4,60,10,0.008201389679917986
2409,7,4,60,20,0.008207085089417929
2410,7,4,60,30,0.008219614990317804
2411,7,4,60,40,0.008226449481717735
2412,7,4,60,50,0.008226449481717735
2413,7,4,60,60,0.008224171317917757
2414,7,4,60,70,0.008242396628317576
2415,7,4,60,80,0.008243535710217565
2416,7,4,70,10,0.008187720697118123
2417,7,4,70,20,0.008193416106618065
2418,7,4,70,30,0.008207085089417929
2419,7,4,70,40,0.008215058662717848
2420,7,4,70,50,0.008213919580817861
2421,7,4,70,60,0.008212780498917872
2422,7,4,70,70,0.008229866727417701
2423,7,4,70,80,0.008231005809317689
2424,7,4,80,10,0.00818316436951817
2425,7,4,80,20,0.008188859779018112
2426,7,4,80,30,0.008202528761817974
2427,7,4,80,40,0.008209363253217906
2428,7,4,80,50,0.008209363253217906
2429,7,4,80,60,0.008207085089417929
2430,7,4,80,70,0.008224171317917757
2431,7,4,80,80,0.008225310399817746
2432,7,5,10,10,0.009594486843604056
2433,7,5,10,20,0.009602460416903975
2434,7,5,10,30,0.009612712154003873
2435,7,5,10,40,0.009616129399703839
2436,7,5,10,50,0.009617268481603828
2437,7,5,10,60,0.009617268481603828
2438,7,5,10,70,0.009633215628203667
2439,7,5,10,80,0.009617268481603828
2440,7,5,20,10,0.008212780498917872
2441,7,5,20,20,0.008212780498917872
2442,7,5,20,30,0.00822303223601777
2443,7,5,20,40,0.008226449481717735
2444,7,5,20,50,0.008227588563617723
2445,7,5,20,60,0.008226449481717735
2446,7,5,20,70,0.008242396628317576
2447,7,5,20,80,0.008226449481717735
2448,7,5,30,10,0.008260621938717395
2449,7,5,30,20,0.008260621938717395
2450,7,5,30,30,0.008269734593917303
2451,7,5,30,40,0.00827315183961727
2452,7,5,30,50,0.00827315183961727
2453,7,5,30,60,0.00827201275771728
2454,7,5,30,70,0.00828909898621711
2455,7,5,30,80,0.00827315183961727
2456,7,5,40,10,0.008235562136917644
2457,7,5,40,20,0.008234423055017655
2458,7,5,40,30,0.008242396628317576
2459,7,5,40,40,0.008244674792117553
2460,7,5,40,50,0.008244674792117553
2461,7,5,40,60,0.008244674792117553
2462,7,5,40,70,0.008261761020617382
2463,7,5,40,80,0.008245813874017542
2464,7,5,50,10,0.00822189315411778
2465,7,5,50,20,0.008219614990317804
2466,7,5,50,30,0.008227588563617723
2467,7,5,50,40,0.008229866727417701
2468,7,5,50,50,0.008229866727417701
2469,7,5,50,60,0.008229866727417701
2470,7,5,50,70,0.008246952955917531
2471,7,5,50,80,0.008231005809317689
2472,7,5,60,10,0.00822189315411778
2473,7,5,60,20,0.008218475908417814
2474,7,5,60,30,0.008226449481717735
2475,7,5,60,40,0.008228727645517712
2476,7,5,60,50,0.008228727645517712
2477,7,5,60,60,0.008228727645517712
2478,7,5,60,70,0.008245813874017542
2479,7,5,60,80,0.008229866727417701
2480,7,5,70,10,0.008209363253217906
2481,7,5,70,20,0.00820594600751794
2482,7,5,70,30,0.008213919580817861
2483,7,5,70,40,0.008217336826517827
2484,7,5,70,50,0.008217336826517827
2485,7,5,70,60,0.008217336826517827
2486,7,5,70,70,0.008233283973117667
2487,7,5,70,80,0.008217336826517827
2488,7,5,80,10,0.008210502335117895
2489,7,5,80,20,0.008201389679917986
2490,7,5,80,30,0.008209363253217906
2491,7,5,80,40,0.008211641417017882
2492,7,5,80,50,0.008211641417017882
2493,7,5,80,60,0.008211641417017882
2494,7,5,80,70,0.008227588563617723
2495,7,5,80,80,0.008211641417017882
2496,7,6,10,10,0.009625242054903747
2497,7,6,10,20,0.009610433990203896
2498,7,6,10,30,0.009612712154003873
2499,7,6,10,40,0.009616129399703839
2500,7,6,10,50,0.009616129399703839
2501,7,6,10,60,0.009616129399703839
2502,7,6,10,70,0.009616129399703839
2503,7,6,10,80,0.009617268481603828
2504,7,6,20,10,0.008236701218817633
2505,7,6,20,20,0.00822303223601777
2506,7,6,20,30,0.008225310399817746
2507,7,6,20,40,0.008225310399817746
2508,7,6,20,50,0.008226449481717735
2509,7,6,20,60,0.008225310399817746
2510,7,6,20,70,0.008225310399817746
2511,7,6,20,80,0.008227588563617723
2512,7,6,30,10,0.008283403576717165
2513,7,6,30,20,0.008269734593917303
2514,7,6,30,30,0.00827201275771728
2515,7,6,30,40,0.00827201275771728
2516,7,6,30,50,0.00827315183961727
2517,7,6,30,60,0.00827201275771728
2518,7,6,30,70,0.00827201275771728
2519,7,6,30,80,0.008274290921517257
2520,7,6,40,10,0.00825606561111744
2521,7,6,40,20,0.008241257546417587
2522,7,6,40,30,0.008243535710217565
2523,7,6,40,40,0.008244674792117553
2524,7,6,40,50,0.008245813874017542
2525,7,6,40,60,0.008244674792117553
2526,7,6,40,70,0.008244674792117553
2527,7,6,40,80,0.008246952955917531
2528,7,6,50,10,0.008241257546417587
2529,7,6,50,20,0.008226449481717735
2530,7,6,50,30,0.008228727645517712
2531,7,6,50,40,0.008229866727417701
2532,7,6,50,50,0.008231005809317689
2533,7,6,50,60,0.008229866727417701
2534,7,6,50,70,0.008229866727417701
2535,7,6,50,80,0.008232144891217678
2536,7,6,60,10,0.0082401184645176
2537,7,6,60,20,0.008225310399817746
2538,7,6,60,30,0.008227588563617723
2539,7,6,60,40,0.008228727645517712
2540,7,6,60,50,0.008229866727417701
2541,7,6,60,60,0.008228727645517712
2542,7,6,60,70,0.008228727645517712
2543,7,6,60,80,0.008231005809317689
2544,7,6,70,10,0.008226449481717735
2545,7,6,70,20,0.008211641417017882
2546,7,6,70,30,0.008213919580817861
2547,7,6,70,40,0.008216197744617838
2548,7,6,70,50,0.008217336826517827
2549,7,6,70,60,0.008216197744617838
2550,7,6,70,70,0.008216197744617838
2551,7,6,70,80,0.008218475908417814
2552,7,6,80,10,0.00822189315411778
2553,7,6,80,20,0.008207085089417929
2554,7,6,80,30,0.008209363253217906
2555,7,6,80,40,0.008210502335117895
2556,7,6,80,50,0.008211641417017882
2557,7,6,80,60,0.008210502335117895
2558,7,6,80,70,0.008210502335117895
2559,7,6,80,80,0.008212780498917872
2560,7,7,10,10,0.009629798382503703
2561,7,7,10,20,0.00961499031780385
2562,7,7,10,30,0.00961499031780385
2563,7,7,10,40,0.009616129399703839
2564,7,7,10,50,0.009616129399703839
2565,7,7,10,60,0.009616129399703839
2566,7,7,10,70,0.009616129399703839
2567,7,7,10,80,0.009617268481603828
2568,7,7,20,10,0.008242396628317576
2569,7,7,20,20,0.008227588563617723
2570,7,7,20,30,0.008226449481717735
2571,7,7,20,40,0.008227588563617723
2572,7,7,20,50,0.008227588563617723
2573,7,7,20,60,0.008226449481717735
2574,7,7,20,70,0.008226449481717735
2575,7,7,20,80,0.008227588563617723
2576,7,7,30,10,0.00828909898621711
2577,7,7,30,20,0.008274290921517257
2578,7,7,30,30,0.00827315183961727
2579,7,7,30,40,0.008274290921517257
2580,7,7,30,50,0.008274290921517257
2581,7,7,30,60,0.00827315183961727
2582,7,7,30,70,0.00827315183961727
2583,7,7,30,80,0.008274290921517257
2584,7,7,40,10,0.008259482856817406
2585,7,7,40,20,0.008245813874017542
2586,7,7,40,30,0.008244674792117553
2587,7,7,40,40,0.008245813874017542
2588,7,7,40,50,0.008245813874017542
2589,7,7,40,60,0.008245813874017542
2590,7,7,40,70,0.008245813874017542
2591,7,7,40,80,0.008246952955917531
2592,7,7,50,10,0.008244674792117553
2593,7,7,50,20,0.008231005809317689
2594,7,7,50,30,0.008229866727417701
2595,7,7,50,40,0.008231005809317689
2596,7,7,50,50,0.008231005809317689
2597,7,7,50,60,0.008231005809317689
2598,7,7,50,70,0.008231005809317689
2599,7,7,50,80,0.008232144891217678
2600,7,7,60,10,0.008243535710217565
2601,7,7,60,20,0.008229866727417701
2602,7,7,60,30,0.008228727645517712
2603,7,7,60,40,0.008229866727417701
2604,7,7,60,50,0.008229866727417701
2605,7,7,60,60,0.008229866727417701
2606,7,7,60,70,0.008229866727417701
2607,7,7,60,80,0.008231005809317689
2608,7,7,70,10,0.008229866727417701
2609,7,7,70,20,0.008216197744617838
2610,7,7,70,30,0.008216197744617838
2611,7,7,70,40,0.008217336826517827
2612,7,7,70,50,0.008217336826517827
2613,7,7,70,60,0.008217336826517827
2614,7,7,70,70,0.008217336826517827
2615,7,7,70,80,0.008218475908417814
2616,7,7,80,10,0.008224171317917757
2617,7,7,80,20,0.008210502335117895
2618,7,7,80,30,0.008210502335117895
2619,7,7,80,40,0.008211641417017882
2620,7,7,80,50,0.008211641417017882
2621,7,7,80,60,0.008211641417017882
2622,7,7,80,70,0.008211641417017882
2623,7,7,80,80,0.008212780498917872
2624,7,8,10,10,0.00963093746440369
2625,7,8,10,20,0.009617268481603828
2626,7,8,10,30,0.009617268481603828
2627,7,8,10,40,0.009617268481603828
2628,7,8,10,50,0.009616129399703839
2629,7,8,10,60,0.009616129399703839
2630,7,8,10,70,0.009616129399703839
2631,7,8,10,80,0.009617268481603828
2632,7,8,20,10,0.008243535710217565
2633,7,8,20,20,0.008228727645517712
2634,7,8,20,30,0.008228727645517712
2635,7,8,20,40,0.008228727645517712
2636,7,8,20,50,0.008227588563617723
2637,7,8,20,60,0.008226449481717735
2638,7,8,20,70,0.008227588563617723
2639,7,8,20,80,0.008227588563617723
2640,7,8,30,10,0.008290238068117097
2641,7,8,30,20,0.008275430003417246
2642,7,8,30,30,0.008275430003417246
2643,7,8,30,40,0.008275430003417246
2644,7,8,30,50,0.008274290921517257
2645,7,8,30,60,0.00827315183961727
2646,7,8,30,70,0.008274290921517257
2647,7,8,30,80,0.008274290921517257
2648,7,8,40,10,0.008261761020617382
2649,7,8,40,20,0.008246952955917531
2650,7,8,40,30,0.008246952955917531
2651,7,8,40,40,0.008246952955917531
2652,7,8,40,50,0.008245813874017542
2653,7,8,40,60,0.008245813874017542
2654,7,8,40,70,0.008245813874017542
2655,7,8,40,80,0.008246952955917531
2656,7,8,50,10,0.008246952955917531
2657,7,8,50,20,0.008232144891217678
2658,7,8,50,30,0.008232144891217678
2659,7,8,50,40,0.008232144891217678
2660,7,8,50,50,0.008231005809317689
2661,7,8,50,60,0.008231005809317689
2662,7,8,50,70,0.008231005809317689
2663,7,8,50,80,0.008232144891217678
2664,7,8,60,10,0.008245813874017542
2665,7,8,60,20,0.008231005809317689
2666,7,8,60,30,0.008231005809317689
2667,7,8,60,40,0.008231005809317689
2668,7,8,60,50,0.008229866727417701
2669,7,8,60,60,0.008229866727417701
2670,7,8,60,70,0.008229866727417701
2671,7,8,60,80,0.008231005809317689
2672,7,8,70,10,0.008233283973117667
2673,7,8,70,20,0.008218475908417814
2674,7,8,70,30,0.008218475908417814
2675,7,8,70,40,0.008218475908417814
2676,7,8,70,50,0.008217336826517827
2677,7,8,70,60,0.008217336826517827
2678,7,8,70,70,0.008217336826517827
2679,7,8,70,80,0.008218475908417814
2680,7,8,80,10,0.008227588563617723
2681,7,8,80,20,0.008212780498917872
2682,7,8,80,30,0.008212780498917872
2683,7,8,80,40,0.008212780498917872
2684,7,8,80,50,0.008211641417017882
2685,7,8,80,60,0.008211641417017882
2686,7,8,80,70,0.008211641417017882
2687,7,8,80,80,0.008212780498917872
2688,8,2,10,10,0.00938603485590614
2689,8,2,10,20,0.009554618977104454
2690,8,2,10,30,0.009537532748604624
2691,8,2,10,40,0.009555758059004443
2692,8,2,10,50,0.009546645403804533
2693,8,2,10,60,0.009609294908303907
2694,8,2,10,70,0.00957398336940426
2695,8,2,10,80,0.00955803622280442
2696,8,2,20,10,0.008003189429319968
2697,8,2,20,20,0.008146713748718533
2698,8,2,20,30,0.008136462011618635
2699,8,2,20,40,0.008125071192618748
2700,8,2,20,50,0.008129627520218704
2701,8,2,20,60,0.008171773550518282
2702,8,2,20,70,0.008174051714318259
2703,8,2,20,80,0.00813190568401868
2704,8,2,30,10,0.008030527394919695
2705,8,2,30,20,0.008168356304818316
2706,8,2,30,30,0.008195694270418044
2707,8,2,30,40,0.008186581615218133
2708,8,2,30,50,0.0081899988609181
2709,8,2,30,60,0.008233283973117667
2710,8,2,30,70,0.008236701218817633
2711,8,2,30,80,0.008194555188518055
2712,8,2,40,10,0.008019136575919808
2713,8,2,40,20,0.008162660895318374
2714,8,2,40,30,0.008194555188518055
2715,8,2,40,40,0.008179747123818203
2716,8,2,40,50,0.008188859779018112
2717,8,2,40,60,0.00822303223601777
2718,8,2,40,70,0.008228727645517712
2719,8,2,40,80,0.008188859779018112
2720,8,2,50,10,0.008037361886319627
2721,8,2,50,20,0.008127349356418727
2722,8,2,50,30,0.008161521813418384
2723,8,2,50,40,0.00816493905911835
2724,8,2,50,50,0.008176329878118237
2725,8,2,50,60,0.008208224171317918
2726,8,2,50,70,0.008213919580817861
2727,8,2,50,80,0.008170634468618295
2728,8,2,60,10,0.008005467593119944
2729,8,2,60,20,0.008134183847818659
2730,8,2,60,30,0.008145574666818544
2731,8,2,60,40,0.008147852830618522
2732,8,2,60,50,0.008136462011618635
2733,8,2,60,60,0.008171773550518282
2734,8,2,60,70,0.00818202528761818
2735,8,2,60,80,0.008129627520218704
2736,8,2,70,10,0.00799293769222007
2737,8,2,70,20,0.008121653946918782
2738,8,2,70,30,0.00813190568401868
2739,8,2,70,40,0.00813304476591867
2740,8,2,70,50,0.008119375783118806
2741,8,2,70,60,0.008153548240118465
2742,8,2,70,70,0.00816493905911835
2743,8,2,70,80,0.008118236701218817
2744,8,2,80,10,0.007997494019820025
2745,8,2,80,20,0.008120514865018795
2746,8,2,80,30,0.008135322929718646
2747,8,2,80,40,0.008145574666818544
2748,8,2,80,50,0.00813304476591867
2749,8,2,80,60,0.00816607814101834
2750,8,2,80,70,0.008177468960018225
2751,8,2,80,80,0.008127349356418727
2752,8,3,10,10,0.009584235106504158
2753,8,3,10,20,0.009628659300603713
2754,8,3,10,30,0.009626381136803737
2755,8,3,10,40,0.009617268481603828
2756,8,3,10,50,0.009645745529103543
2757,8,3,10,60,0.009650301856703496
2758,8,3,10,70,0.009649162774803509
2759,8,3,10,80,0.009652580020503475
2760,8,3,20,10,0.008219614990317804
2761,8,3,20,20,0.008216197744617838
2762,8,3,20,30,0.008232144891217678
2763,8,3,20,40,0.008220754072217793
2764,8,3,20,50,0.008244674792117553
2765,8,3,20,60,0.00823897938261761
2766,8,3,20,70,0.00823784030071762
2767,8,3,20,80,0.00823897938261761
2768,8,3,30,10,0.008232144891217678
2769,8,3,30,20,0.008267456430117327
2770,8,3,30,30,0.008279986331017201
2771,8,3,30,40,0.00827315183961727
2772,8,3,30,50,0.008297072559517029
2773,8,3,30,60,0.008299350723317006
2774,8,3,30,70,0.008298211641417018
2775,8,3,30,80,0.008299350723317006
2776,8,3,40,10,0.008226449481717735
2777,8,3,40,20,0.008261761020617382
2778,8,3,40,30,0.008275430003417246
2779,8,3,40,40,0.00827087367581729
2780,8,3,40,50,0.00829593347761704
2781,8,3,40,60,0.00829593347761704
2782,8,3,40,70,0.008297072559517029
2783,8,3,40,80,0.008297072559517029
2784,8,3,50,10,0.008216197744617838
2785,8,3,50,20,0.008250370201617497
2786,8,3,50,30,0.008262900102517371
2787,8,3,50,40,0.008259482856817406
2788,8,3,50,50,0.008284542658617155
2789,8,3,50,60,0.008284542658617155
2790,8,3,50,70,0.008285681740517144
2791,8,3,50,80,0.008285681740517144
2792,8,3,60,10,0.008178608041918214
2793,8,3,60,20,0.008212780498917872
2794,8,3,60,30,0.008227588563617723
2795,8,3,60,40,0.00822303223601777
2796,8,3,60,50,0.008249231119717508
2797,8,3,60,60,0.008261761020617382
2798,8,3,60,70,0.008261761020617382
2799,8,3,60,80,0.008261761020617382
2800,8,3,70,10,0.008167217222918329
2801,8,3,70,20,0.008200250598017997
2802,8,3,70,30,0.008213919580817861
2803,8,3,70,40,0.008209363253217906
2804,8,3,70,50,0.008234423055017655
2805,8,3,70,60,0.008246952955917531
2806,8,3,70,70,0.008246952955917531
2807,8,3,70,80,0.008246952955917531
2808,8,3,80,10,0.00816607814101834
2809,8,3,80,20,0.008200250598017997
2810,8,3,80,30,0.008213919580817861
2811,8,3,80,40,0.008209363253217906
2812,8,3,80,50,0.008234423055017655
2813,8,3,80,60,0.008246952955917531
2814,8,3,80,70,0.008246952955917531
2815,8,3,80,80,0.008248092037817518
2816,8,4,10,10,0.009643467365303564
2817,8,4,10,20,0.009638911037703611
2818,8,4,10,30,0.009651440938603486
2819,8,4,10,40,0.009659414511903407
2820,8,4,10,50,0.009660553593803394
2821,8,4,10,60,0.009659414511903407
2822,8,4,10,70,0.009676500740403236
2823,8,4,10,80,0.009670805330903292
2824,8,4,20,10,0.008267456430117327
2825,8,4,20,20,0.008242396628317576
2826,8,4,20,30,0.00825492652921745
2827,8,4,20,40,0.008260621938717395
2828,8,4,20,50,0.008261761020617382
2829,8,4,20,60,0.008260621938717395
2830,8,4,20,70,0.008277708167217223
2831,8,4,20,80,0.008265178266317348
